2025-03-15 08:37:45,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""15 March 2025 02:17:25"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-27 16:37:03,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""27 March 2025 12:42:31"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-27 16:48:03,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""27 March 2025 12:42:31"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-29 06:47:43,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""29 March 2025 05:45:01"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-29 07:14:37,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""29 March 2025 05:45:01"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-29 07:23:36,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""29 March 2025 05:45:01"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-29 07:27:03,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""29 March 2025 05:45:01"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-29 07:29:26,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""29 March 2025 05:45:01"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-29 07:31:38,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""29 March 2025 05:45:01"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-03-30 06:00:06,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""30 March 2025 02:48:57"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-04-03 10:21:31,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""03 April 2025 06:30:46"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-04-03 18:48:21,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""03 April 2025 06:30:46"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-04-04 08:23:35,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""04 April 2025 02:28:31"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
2025-04-18 16:55:19,"{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Enabled"", ""passed"": true}","{""result"": ""Disabled"", ""passed"": true}","{""result"": """", ""passed"": false}","{""result"": [""ADMIN$"", ""C$"", ""D$"", ""IPC$""], ""passed"": false}","{""result"": [""""], ""passed"": false}","{""result"": ""Stopped"", ""passed"": false}","{""result"": ""Running"", ""passed"": true}","{""result"": [""""], ""passed"": false}","{""result"": ""18 April 2025 14:05:04"", ""passed"": true}","{""result"": [""Alias name     administrators"", ""Comment        Administrators have complete and unrestricted access to the computer/domain"", """", ""Members"", """", ""-------------------------------------------------------------------------------"", ""Administrator"", ""MOHAMED YASIN"", ""The command completed successfully.""], ""passed"": true}"
